OBJECTID,AGENCY,ST_NAME,S_TYPE,BUREAU,APREC,ABBREV_APREC,PREC,REPDIST,NAME,CommOrg,BASICCAR,p1_db_DBO_POLICE_AREA,PERIMETER,SHAPE_LENG,Shape_Length,Shape_Area,Shape__Area,Shape__Length,Area_in_sqm
895,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,315,0315,UA,3A15,5933273,9696.738,0.02959271,0.0295582,5.381177e-05,804672.36328125,3570.2780037331,551222
896,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,316,0316,UA,3A15,4224780,8477.227,0.02618905,0.02621825,3.831705e-05,572979.25390625,3120.13692211568,392497
897,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1352,1352,UA,13A61,,9212.757,0.02810539,0.02808686,4.369699e-05,653187.0078125,3390.84614983638,447769
898,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,318,0318,UA,3A19,3637749,8192.568,0.02494818,0.02500642,3.299287e-05,493362.52734375,3016.39939549694,337960
899,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1364,1364,UA,13A75,,9249.256,0.0268901,0.02686627,3.947393e-05,590031.53515625,3408.19264699668,404514
900,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,317,0317,UA,3A15,4091027,8379.573,0.02593873,0.02593842,3.710391e-05,554838.13671875,3084.12369828763,380071
901,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1367,1367,UA,13A75,,12165.63,0.03652846,0.03646872,8.260833e-05,1234775.9765625,4483.55259368275,846540
902,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,314,0314,UA,3A15,7709261,11586.61,0.03578647,0.03580138,6.991804e-05,1045502.12109375,4264.62159697251,716217
903,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1365,1365,UA,13A75,,9269.926,0.02685731,0.02694142,3.951674e-05,590671.5625,3415.76207154246,404953
904,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,465,0465,non-UA,4A59,2814990,6969.443,0.02140822,0.02139678,2.553052e-05,381769.58203125,2565.82189545904,261523
905,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1361,1361,UA,13A61,,10165.32,0.03012734,0.03022145,5.631891e-05,841823.81640625,3743.62116857941,577132
906,PD,LAPD,Police,WEST BUREAU,WEST LOS ANGELES,WLA,8,871,0871,UR,8A1,2240244,12545.25,0.03963221,0.03966483,2.031724e-05,303804.41796875,4614.92183128933,208126
907,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1362,1362,UA,13A61,,9522.144,0.02915108,0.02908136,4.90928e-05,733797.17578125,3504.30067453462,503092
908,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,319,0319,UA,3A19,3783232,8899.583,0.02633251,0.02629636,3.431095e-05,513053.91015625,3279.40791550163,351474
909,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1363,1363,UA,13A61,,8959.75,0.02745266,0.02755252,4.356612e-05,651190.6328125,3296.75691172997,446455
910,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,313,0313,non-UA,3A15,2343453,6444.257,0.01967695,0.01956192,2.125376e-05,317814.87890625,2373.05673567089,217715
911,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1373,1373,UA,13A85,,10102.07,0.03080737,0.03046291,5.678383e-05,848700.96875,3688.33808265929,581945
912,PD,LAPD,Police,WEST BUREAU,WEST LOS ANGELES,WLA,8,892,0892,UR,8A53,3784149,8673.444,0.0275029,0.02783957,3.507675e-05,524507.7578125,3249.93395833777,359317
913,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1371,1371,UA,13A85,,8767.321,0.02624202,0.02628565,4.212144e-05,629553.30078125,3227.81068487341,431679
914,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1372,1372,UA,13A85,,9671.2,0.02959437,0.02949178,5.25988e-05,786148.0625,3559.04521384886,539057
915,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,301,0301,non-UA,3A1,2750618,10165.02,0.03278177,0.03278767,2.49304e-05,372793.31640625,3735.76938477737,255377
916,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1375,1375,UA,13A75,,9262.486,0.02838231,0.02835559,4.765335e-05,712231.375,3408.02321077988,488374
917,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,307,0307,non-UA,3A31,1353060,5201.47,0.01622382,0.01633891,1.227154e-05,183501.6328125,1913.70571186596,125704
918,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1377,1377,UA,13A75,,9868.553,0.03042233,0.03035567,5.24412e-05,783789.98046875,3632.55191292036,537443
919,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,305,0305,non-UA,3A31,2052400,7285.987,0.0232534,0.02332468,1.861419e-05,278345.44921875,2679.25266496523,190676
920,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,303,0303,non-UA,3A1,1298026,5681.596,0.0181438,0.01812244,1.177238e-05,176036.6171875,2089.46410061854,120591
921,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1385,1385,UA,13A85,,13419.42,0.0417033,0.04117035,9.443004e-05,1411254.0390625,4908.7320086772,967836
922,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,478,0478,non-UA,4A97,8286226,11624.83,0.03521443,0.03541001,7.514692e-05,1123634.75,4280.29489777227,769818
923,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1383,1383,UA,13A93,,10125.51,0.03067274,0.03069922,5.902688e-05,882156.0234375,3726.49988659268,604980
924,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,325,0325,UA,3A19,3256216,7458.662,0.02291133,0.0228611,2.953104e-05,441574.34375,2745.73582465128,302513
925,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,326,0326,UA,3A15,5190900,10548.39,0.03331054,0.03336184,4.707708e-05,703940.38671875,3879.98988053499,482252
926,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1381,1381,UA,13A93,,5648.736,0.0161357,0.01626926,1.304642e-05,194979.52734375,2081.56358625132,133715
927,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,327,0327,UA,3A19,2193231,5822.488,0.0176373,0.01758476,1.989064e-05,297421.76171875,2144.23544634513,203758
928,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1391,1391,UA,13A93,,7719.946,0.02194951,0.022012,2.125462e-05,317624.3203125,2845.24735666296,217861
929,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,333,0333,non-UA,3A31,5676983,10264.36,0.02986338,0.03002318,5.148353e-05,769801.765625,3782.89643012301,527410
930,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1395,1395,UA,13A93,,13552.79,0.04155822,0.04134318,9.661433e-05,1443774.73046875,4951.25609945182,990306
931,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,334,0334,UA,3A31,7030249,11243.37,0.03298615,0.03300178,6.375521e-05,953280.40625,4143.3605232853,653132
932,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1394,1394,UA,13A93,,8287.129,0.02422099,0.02423074,3.380547e-05,505179.35546875,3052.41095007208,346509
933,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,332,0332,non-UA,3A31,4841847,9216.304,0.02681699,0.02700119,4.390984e-05,656556.98046875,3396.55355962603,449823
934,PD,LAPD,Police,CENTRAL BUREAU,NEWTON,NEWT,13,1393,1393,UA,13A93,,8272.823,0.02418996,0.0241915,3.381333e-05,505296.6015625,3047.13326369712,346589
935,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,331,0331,non-UA,3A31,6734586,11477.27,0.03489671,0.03489358,6.107501e-05,913222.2578125,4225.98456492608,625664
936,OT,CARSON,Sheriff,,,,0,0,9CAR,,,528035200,127582.7,0.3814291,0.4433216,0.00541194,80739400.3359375,54627.1125408307,55563926
937,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,312,0312,non-UA,3A1,5726863,9950.037,0.03026263,0.03010698,5.193653e-05,776585.09375,3664.11711934612,532044
938,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,311,0311,non-UA,3A1,10259710,14450.96,0.04516052,0.04524504,9.300793e-05,1390711.10546875,5314.65890551384,952782
939,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,483,0483,non-UA,4A71,519372.2,3091.56,0.00914483,0.00912241,4.710224e-06,70431.37890625,1139.2261854948,48251
940,PD,LAPD,Police,SOUTH BUREAU,HARBOR,HARB,5,501,0501,UA,5A1,24294520,25755.6,0.08007902,0.0799009,0.0002177203,3249206.984375,9469.57394481711,2234578
941,PD,LAPD,Police,WEST BUREAU,WEST LOS ANGELES,WLA,8,896,0896,UR,8A95,398692.3,2738.017,0.00840116,0.008444849,3.615761e-06,54065.86328125,1007.81715693523,37040
942,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,328,0328,UA,3A19,5243742,9608.289,0.02861403,0.02857299,4.7554e-05,711037.0625,3539.79946539185,487161
943,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,336,0336,UA,3A31,5101576,9161.158,0.02807562,0.02810154,4.626542e-05,691781.46875,3372.30270557648,473952
944,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,487,0487,non-UA,4A97,2934490,7779.301,0.0241442,0.02407911,2.661225e-05,397915.54296875,2863.14924857316,272623
945,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,335,0335,UA,3A31,4750553,9384.52,0.02931818,0.02933092,4.308179e-05,644173.84375,3452.82438773602,441342
946,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,479,0479,non-UA,4A97,5688580,9709.111,0.0290006,0.02898096,5.160878e-05,771647.25390625,3577.36917988837,528711
947,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,491,0491,non-UA,4A97,7036427,13509.78,0.03885454,0.03897757,6.382178e-05,954236.63671875,4984.76816249956,653840
948,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,337,0337,UA,3A15,5166750,10507.12,0.03317067,0.03323512,4.685598e-05,700604.73828125,3864.63141368161,480007
949,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1427,1427,UA,14A27,5332096,10019.5,0.0300739,0.03014772,4.835333e-05,722962.38671875,3690.18432678925,495367
950,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,338,0338,UA,3A57,4364012,10341.33,0.03238839,0.03235326,3.957598e-05,591748.13671875,3804.7626594536,405431
951,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,329,0329,UA,3A19,1475987,6261.058,0.01836753,0.01830958,1.338485e-05,200127.79296875,2307.57319025314,137123
952,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,489,0489,non-UA,4A97,3089441,9260.755,0.02867468,0.0287369,2.801648e-05,418896.921875,3408.01467305714,287019
953,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1426,1426,UA,14A25,1622731,7892.226,0.02345621,0.02335784,1.471539e-05,220016.79296875,2907.88490934496,150757
954,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,321,0321,non-UA,3A1,10069430,16668.72,0.05337072,0.05341299,9.131329e-05,1365286.29296875,6128.59318216005,935480
955,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,488,0488,non-UA,4A97,3322366,8248.117,0.02568436,0.02563808,3.012843e-05,450470.41796875,3035.21393210917,308657
956,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1425,1425,UA,14A25,7961492,11485.53,0.0350797,0.0350635,7.219527e-05,1079403.86328125,4228.42654498536,739645
957,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,354,0354,UA,3A55,7815279,11268.14,0.03451458,0.03454395,7.087058e-05,1059614.04296875,4147.70585654186,726063
958,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,355,0355,UA,3A55,7052741,10804.04,0.03288038,0.03275169,6.395551e-05,956220.578125,3977.96619920188,655221
959,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,356,0356,UA,3A55,6854405,10461.96,0.03164107,0.03166478,6.215699e-05,929331.16796875,3852.16608348281,636795
960,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,357,0357,UA,3A57,6837991,10456.53,0.03157268,0.03163335,6.200816e-05,927105.828125,3850.21200339148,635270
961,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,358,0358,non-UA,3A57,7068856,10695.54,0.03291811,0.03292471,6.410125e-05,958395.85546875,3936.55954038228,656717
962,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,497,0497,non-UA,4A97,15823030,19969.6,0.06008131,0.06017793,0.0001434916,2145313.08203125,7354.08992064152,1470118
963,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,351,0351,non-UA,3A31,3059231,7802.302,0.02460669,0.02457135,2.774202e-05,414785.7109375,2869.96186612597,284212
964,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,353,0353,non-UA,3A31,6001505,10401.66,0.03228625,0.03222057,5.442198e-05,813672.109375,3827.65296010901,557557
965,PD,LAPD,Police,CENTRAL BUREAU,HOLLENBECK,HOBK,4,499,0499,non-UA,4A97,9710000,12749.06,0.03854917,0.03855313,8.805796e-05,1316516.02734375,4697.55041051562,902195
966,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,373,0373,UA,3A73,9611078,12921.54,0.03826467,0.03820254,8.714918e-05,1302912.51953125,4760.30613923309,892896
967,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,341,0341,non-UA,3A41,20452030,28678.29,0.08727585,0.08733939,0.0001855453,2773930.75,10569.785955865,1901051
968,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,359,0359,UA,3A57,2431669,9143.996,0.0260988,0.02612951,2.204932e-05,329646.91015625,3371.53742056762,225908
969,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,343,0343,non-UA,3A41,3765965,8666.882,0.02722192,0.02728868,3.414963e-05,510570.80078125,3187.87682450383,349869
970,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,361,0361,non-UA,3A41,4768437,9444.749,0.02778407,0.02766574,4.32385e-05,646436.98828125,3480.33150827608,443001
971,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,362,0362,non-UA,3A63,6169220,12733.66,0.03867974,0.03843747,5.594003e-05,836329.671875,4688.862230889,573135
972,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,374,0374,UA,3A73,8644272,12185.79,0.0369099,0.03688873,7.838105e-05,1171803.41796875,4486.51197471239,803076
973,OT,CITY OF COMMERCE,Sheriff,,,,0,0,9COM,,,181713200,93654.4,0.2892687,0.2892687,0.001647301,24621929.6132812,34457.309702689,16881509
974,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,376,0376,UA,3A55,7266209,10809.6,0.03258573,0.03263362,6.588542e-05,984990.99609375,3980.07205062565,675049
975,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,377,0377,UA,3A57,3554816,8052.181,0.02361081,0.02355983,3.223287e-05,481883.43359375,2967.10447963778,330252
976,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,379,0379,UA,3A57,3585485,8085.528,0.02369871,0.02367354,3.251095e-05,486040.53125,2979.34352675599,333101
977,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,363,0363,non-UA,3A63,12003850,14808.2,0.04480782,0.04477296,0.0001091247,1631381.73828125,5461.85262671496,1118097
978,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,378,0378,UA,3A57,7076880,10866.5,0.03310521,0.03291745,6.416879e-05,959328.24609375,4000.691862555,657461
979,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,375,0375,UA,3A55,6691269,10361,0.0311775,0.03120335,6.067222e-05,907052.59375,3815.12920526135,621636
980,OT,VERNON,Sheriff,,,,0,0,9VE,,,143322100,84011.98,0.2559713,0.2559046,0.00129911,19418877.8671875,30913.7527300406,13312380
981,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,391,0391,non-UA,3A41,14505380,19461.17,0.05920457,0.05939856,0.0001354066,2024145.9453125,7196.13166728734,1387479
982,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,398,0398,UA,3A99,3655444,8075.125,0.0236634,0.02368488,3.314243e-05,495439.515625,2975.12555862537,339599
983,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,399,0399,UA,3A99,1364773,6372.423,0.01810933,0.01807637,1.237378e-05,184973.1328125,2349.69035480307,126790
984,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,396,0396,UA,3A99,3475524,7929.161,0.02327938,0.02323944,3.151115e-05,471053.06640625,2921.39761824603,322884
985,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,393,0393,UA,3A73,9353695,12193.29,0.03744962,0.03745632,8.480613e-05,1267748.734375,4487.23777303939,868980
986,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1434,1434,UA,14A25,12703380,14729.52,0.04501582,0.04503565,0.0001151714,1721599.18359375,5421.39143636373,1180172
987,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,394,0394,UA,3A73,4730109,9056.581,0.02707787,0.02703543,4.288588e-05,641090.59375,3335.26817169475,439438
988,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,395,0395,UA,3A99,9887747,12802.83,0.03936403,0.03938209,8.964811e-05,1340128.83984375,4711.30340690987,918595
989,PD,LAPD,Police,SOUTH BUREAU,SOUTHWEST,SOW,3,397,0397,UA,3A99,10279980,13101.73,0.04033663,0.04035224,9.320429e-05,1393289.359375,4821.14078919209,955035
990,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1433,1433,UA,14A25,7348070,10934.01,0.03336032,0.03339155,6.661462e-05,995703.28125,4024.25552378964,682649
991,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1209,1209,UA,12A15,1643755,7011.886,0.0198886,0.01991238,1.490178e-05,222742.86328125,2585.17215492125,152707
992,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1204,1204,UA,12A3,5667924,10885.42,0.03421635,0.03426202,5.13853e-05,768096.6875,4003.04902416515,526563
993,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1208,1208,UA,12A15,3916220,8529.487,0.02489486,0.0249224,3.550356e-05,530687.26953125,3142.53037780291,363825
994,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1207,1207,UA,12A15,4080902,8787.382,0.02561867,0.02561249,3.699641e-05,553000.02734375,3237.73247816493,379124
995,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1205,1205,UA,12A3,6753624,11557.05,0.03609137,0.03611442,6.1225e-05,915131.8984375,4250.62360924894,627425
996,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1432,1432,UA,14A13,6155867,10635.59,0.03286881,0.03282252,5.580341e-05,834056.12890625,3913.10647344953,571891
997,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1457,1457,UA,14A49,6670147,12177.52,0.0363904,0.03650606,6.046397e-05,903694.91015625,4483.73293793041,619667
998,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1468,1468,UA,14A49,2464117,6132.774,0.01844213,0.01843727,2.233729e-05,333858.296875,2257.93327680635,228921
999,OT,HUNTINGTON PARK,Sheriff,,,,0,0,9HUP,,,84813760,66523.8,0.2044416,0.204421,0.0007687111,11487600.4257812,24470.4417724632,7879216
1000,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1218,1218,UA,12A15,6170052,10109.78,0.03080429,0.03072214,5.593116e-05,835954.859375,3720.77670846125,573208
1001,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1219,1219,UA,12A15,1583545,6098.362,0.01758023,0.0174835,1.435469e-05,214547.3828125,2247.66393799113,147113
1002,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1215,1215,UA,12A15,8507038,12218.52,0.0381346,0.03794301,7.711563e-05,1152577.7109375,4494.35371907737,790318
1003,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1431,1431,UA,14A11,6265285,10843.18,0.03354967,0.03380736,5.67916e-05,848771.84765625,3988.14133757269,582055
1004,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1239,1239,UA,12A49,9771631,13903.47,0.04335944,0.0433225,8.857303e-05,1323730.1796875,5113.30436121939,907800
1005,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1248,1248,UA,12A49,4517028,9310.576,0.02720234,0.02708589,4.09402e-05,611802.875,3429.82787493912,419637
1006,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1249,1249,UA,12A49,5988713,10145.87,0.03007321,0.03001798,5.427853e-05,811126.85546875,3735.97204430442,556357
1007,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1451,1451,UA,14A11,3706564,15710.76,0.04648596,0.04626624,3.359059e-05,501914.25,5785.63698406466,344342
1008,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1475,1475,UA,14A73,14012500,16451.22,0.04786061,0.04791174,0.0001269841,1897357.26171875,6059.3576712715,1301769
1009,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1474,1474,UA,14A73,13080670,15416.06,0.04583375,0.04579527,0.0001185388,1771163.484375,5675.43200633549,1215199
1010,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1256,1256,UA,12A57,5721644,10910.63,0.03448255,0.03442997,5.185434e-05,774843.19140625,4010.62949591655,531547
1011,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1258,1258,UA,12A57,6562468,10258.79,0.03115758,0.03111205,5.948204e-05,888806.55078125,3774.95185613344,609747
1012,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1477,1477,UA,14A67,12105100,14847.78,0.04521761,0.04521408,0.000109696,1639000.58203125,5462.56588061262,1124571
1013,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1476,1476,UA,14A73,8409121,11841.25,0.03549129,0.03549077,7.620308e-05,1138569.16796875,4358.16587230923,781214
1014,PD,LAPD,Police,SOUTH BUREAU,77TH STREET,77TH,12,1268,1268,UA,12A67,7532170,10979.04,0.03313914,0.03309273,6.825543e-05,1019815.00390625,4040.15466035041,699741
1015,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1473,1473,UA,14A73,14460270,19224.5,0.06044153,0.06043131,0.000131034,1957750.84765625,7066.8968674436,1343367
1016,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1471,1471,UA,14A73,4458660,14066.12,0.04158375,0.04183899,4.040066e-05,603590.60546875,5177.90114579314,414209
1017,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1483,1483,UA,14A73,13715910,22507.49,0.07066323,0.07047436,0.0001242807,1856739.76171875,8274.00466141267,1274207
1018,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1484,1484,UA,14A73,1743337,6315.921,0.01902964,0.01895199,1.579671e-05,236004.2421875,2324.37712403175,161956
1019,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1486,1486,UA,14A73,7732985,16477.57,0.05109187,0.05096012,7.006824e-05,1046798.36328125,6059.00406655028,718395
1020,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1485,1485,UA,14A73,4831318,13355.76,0.04128229,0.04110569,4.377737e-05,654037.84765625,4911.78052413659,448828
1021,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1487,1487,UA,14A67,5218853,12610.04,0.03795375,0.03784499,4.728881e-05,706495.2734375,4640.57073485144,484832
1022,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1802,1802,UR,18A1,9958724,12631.36,0.03836329,0.03838317,9.023596e-05,1348102.89453125,4646.78226784703,925167
1023,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1495,1495,UA,14A67,7412138,11078.2,0.03370313,0.03354816,6.715838e-05,1003285.953125,4075.71256325695,688587
1024,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1492,1492,UA,14A73,14672210,21213.57,0.06226521,0.06190826,0.0001329223,1985496.4375,7810.99660772577,1363041
1025,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1822,1822,UR,18A17,12072220,13918,0.04191773,0.04189606,0.0001093743,1633850.9453125,5120.77410983132,1121505
1026,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1821,1821,UR,18A17,8588672,11753.59,0.03527342,0.03528665,7.781321e-05,1162382.3515625,4324.71498229196,797885
1027,PD,LAPD,Police,WEST BUREAU,PACIFIC,PAC,14,1496,1496,UA,14A67,3799801,8820.822,0.02757788,0.02762831,3.442632e-05,514267.765625,3242.08630816529,353000
1028,OT,LYNWOOD,Sheriff,,,,0,0,9LYN,,,134286000,72512.68,0.2185823,0.2186805,0.001216419,18166168.8476562,26681.1509640773,12476242
1029,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1838,1838,UR,18A49,3720213,8075.965,0.0238096,0.02385323,3.370229e-05,503408.53515625,2972.55435212934,345605
1030,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1839,1839,UR,18A49,4261621,8711.354,0.02528394,0.02520569,3.819481e-05,570507.09375,3196.60705840662,391679
1031,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1832,1832,UR,18A41,5265280,10595.49,0.03346106,0.0334712,4.769961e-05,712487.3828125,3893.13309791027,489142
1032,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1849,1849,UR,18A49,6415243,10655.4,0.03211626,0.03296928,5.90825e-05,882434.984375,4034.68354492219,605922
1033,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1846,1846,UR,18A35,5156493,9168.037,0.02790189,0.02788793,4.622607e-05,690414.48828125,3378.54952532667,474073
1034,PD,LAPD,Police,SOUTH BUREAU,SOUTHEAST,SOE,18,1864,1864,UR,18A63,7326676,10932.69,0.03291541,0.03292516,6.636391e-05,991122.578125,4021.41084524977,680640
1035,PD,LAPD,Police,SOUTH BUREAU,HARBOR,HARB,5,512,0512,UA,5A11,4789226,10495.81,0.03140696,0.03244643,4.286757e-05,639124.4765625,3814.66155496363,440392
1036,PD,LAPD,Police,SOUTH BUREAU,HARBOR,HARB,5,522,0522,UA,5A25,3438773,7571.785,0.02260187,0.02261224,3.109263e-05,463556.98828125,2780.81242525968,319432
